Location_ID,Location_Name,Location_Type,City,State,Latitude,Longitude,Ownership_Type,Building_Age_Years,Last_Renovation_Years_Ago,Number_of_Floors,Ramp_Available,Elevator_Available,Wheelchair_Entrance,Braille_Signage,Audio_Announcements,Accessible_Washroom,Tactile_Path,Reserved_Parking,Door_Width_cm,Footpath_Condition,Lighting,Safety_Level,CCTV_Available,Staff_Trained_Accessibility,Multilingual_Signage,Public_Transport_Nearby,Parking_Available,Crowd_Level,Average_Waiting_Time,Daily_Footfall,Staff_Count,Budget_Allocated_Lakh_INR,Complaint_Resolution_Days,Accessibility_Complaints,User_Rating,Google_Maps_Rating,Last_Inspection_Months,Lift_Condition,Emergency_Exit_Accessibility,Accessibility_Score,Accessibility_Category,Improvement_Priority
LOC0044,Indore College of Engineering,College,Indore,Madhya Pradesh,22.581189,75.843363,Private,33,19,2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,97.6,Good,Good,Medium,Yes,Yes,No,No,No,High,18,1852,9,39.7,13,3,3.2,3.2,0,Good,Partial,98.3,Excellent,Medium
LOC0045,Bengaluru Heritage Fort,Tourist Attraction,Bengaluru,Karnataka,13.032884,77.493142,Public,98,33,1,Yes,Yes,No,No,No,No,No,No,79.6,Average,Poor,High,Yes,No,No,Yes,Yes,Low,15,2548,5,19.6,17,8,1.6,1.6,12,Poor,Partial,43.1,Poor,High
LOC0046,Chennai Central Station,Railway Station,Chennai,Tamil Nadu,13.213786,80.243536,Public,81,24,3,Yes,No,No,No,No,Yes,Yes,No,80.4,Average,Good,Low,Yes,No,Yes,Yes,Yes,High,11,4751,21,66.3,23,9,3,2.8,8,NA,No,39.4,Poor,High
LOC0047,Thane Government College,College,Thane,Maharashtra,19.127177,72.841063,Private,27,10,3,Yes,No,Yes,Yes,No,Yes,No,No,95.3,Average,Average,High,Yes,No,No,No,Yes,High,36,3173,17,65.7,21,7,2.1,2.2,20,NA,No,60.6,Average,Medium
LOC0048,Visakhapatnam Medical Center,Hospital,Visakhapatnam,Andhra Pradesh,17.750082,83.361663,Private,25,9,5,Yes,No,No,Yes,No,Yes,Yes,No,88.4,Poor,Average,Medium,No,No,Yes,Yes,No,High,6,875,17,106.1,9,3,2.8,3,9,NA,Yes,60,Average,Medium
LOC0049,Kochi Plaza Mall,Mall,Kochi,Kerala,9.91109,76.331257,Private,21,13,7,No,No,No,Yes,No,No,Yes,Yes,75.5,Average,Average,High,Yes,Yes,Yes,Yes,Yes,Medium,35,6312,30,162.2,7,3,3.7,3.8,6,NA,Partial,72.4,Average,Low
LOC0050,Mysuru District Office,Government Office,Mysuru,Karnataka,12.373929,76.734074,Public,14,14,2,No,No,No,No,No,No,No,No,72.2,Poor,Average,Medium,No,No,No,Yes,No,High,14,2874,9,26.5,20,9,3.5,3.6,0,NA,No,18.5,Poor,High
LOC0051,Bengaluru District Office,Government Office,Bengaluru,Karnataka,13.096432,77.482886,Public,44,26,1,No,No,Yes,No,No,Yes,No,No,91.3,Average,Good,High,No,No,No,Yes,Yes,Low,7,3875,20,31.6,18,9,2.3,2,8,NA,No,52.8,Poor,High
LOC0052,Mumbai Domestic Airport,Airport,Mumbai,Maharashtra,18.997477,72.780874,Public,5,5,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,81.3,Average,Average,High,Yes,Yes,No,No,Yes,Low,28,8078,34,159.2,12,3,3.9,4.1,4,Average,Yes,99,Excellent,Low
LOC0053,Thane International Airport,Airport,Thane,Maharashtra,19.249637,72.93505,Private,5,5,6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,99.7,Average,Good,High,Yes,Yes,No,Yes,No,Low,17,19656,77,242.9,1,0,4.3,,19,Average,Yes,100,Excellent,Low
LOC0054,Kochi Municipal Office,Government Office,Kochi,Kerala,9.844247,76.245373,Public,50,10,1,No,No,No,No,No,Yes,No,Yes,73.1,Average,Average,Medium,Yes,No,Yes,Yes,Yes,Medium,13,1307,2,34.3,15,7,2,1.9,13,NA,No,35.2,Poor,High
LOC0055,Bhopal General Hospital,Hospital,Bhopal,Madhya Pradesh,23.12371,77.486343,Public,48,10,7,No,Yes,Yes,No,No,Yes,Yes,Yes,85.8,Average,Good,Medium,No,No,No,Yes,Yes,Medium,28,4360,26,93.2,10,4,4.2,4.1,3,Average,Partial,74.1,Average,Medium
LOC0056,Hyderabad Airport Terminal,Airport,Hyderabad,Telangana,17.280026,78.524689,Private,8,8,7,Yes,Yes,Yes,No,Yes,Yes,No,No,94.5,Average,Average,Medium,Yes,Yes,No,Yes,No,High,25,14831,61,208.5,1,4,3.9,3.5,2,Good,Yes,91.8,Excellent,Medium
LOC0057,Nashik District Office,Government Office,Nashik,Maharashtra,19.87387,73.828636,Public,16,13,2,No,Yes,No,No,Yes,No,No,No,79.5,Good,Poor,Medium,No,No,No,Yes,No,Low,11,3846,18,44,10,2,3.8,3.3,15,Good,Partial,62.1,Average,Medium
LOC0058,Thiruvananthapuram Bus Depot,Bus Stop,Thiruvananthapuram,Kerala,8.672401,77.041692,Public,39,9,1,No,No,No,No,Yes,No,No,No,67.6,Average,Good,Medium,Yes,No,No,Yes,No,High,9,677,8,8.1,32,13,2.1,1.9,0,NA,Yes,35.1,Poor,High
LOC0059,Udaipur City Hospital,Hospital,Udaipur,Rajasthan,24.468542,73.619436,Private,24,19,3,No,Yes,Yes,No,No,No,No,Yes,84.8,Average,Average,High,Yes,No,No,No,Yes,Low,9,1362,7,138.3,12,0,2.6,2.3,12,Average,Yes,72.5,Average,Low
LOC0060,Kanpur Health Centre,Hospital,Kanpur,Uttar Pradesh,26.588756,80.386498,Private,16,4,7,No,Yes,No,Yes,No,Yes,No,No,87,Good,Good,Low,Yes,Yes,Yes,No,Yes,Medium,27,3013,12,86.2,10,1,3.5,3.4,15,Average,Yes,79.5,Good,Medium
LOC0061,Nagpur Central Park,Park,Nagpur,Maharashtra,21.224175,79.098102,Public,32,8,1,No,No,Yes,No,Yes,No,Yes,Yes,84.7,Poor,Average,Low,No,No,No,No,No,High,13,2795,11,23.5,8,3,2.8,2.7,1,NA,Yes,40.8,Poor,High
LOC0062,Visakhapatnam Bus Stand,Bus Stop,Visakhapatnam,Andhra Pradesh,17.765596,83.2031,Public,24,6,1,Yes,No,Yes,No,No,Yes,Yes,Yes,93.4,Poor,Poor,Medium,No,No,No,Yes,Yes,High,11,2415,19,16,15,3,3,3,22,NA,No,44.9,Poor,High
LOC0063,Guwahati Temple Complex,Tourist Attraction,Guwahati,Assam,26.040491,91.657311,Public,151,36,1,No,No,No,No,No,No,No,No,68.2,Average,Poor,Medium,No,No,No,Yes,No,Low,9,762,2,21.4,16,6,1.6,1.6,13,NA,Partial,18.2,Poor,High
LOC0064,Lucknow Domestic Airport,Airport,Lucknow,Uttar Pradesh,26.964457,81.031703,Public,21,5,3,Yes,Yes,Yes,No,No,Yes,No,Yes,97.9,Good,Average,High,Yes,No,Yes,No,No,High,22,14528,62,154.6,9,1,3.9,4.5,21,Average,Yes,96,Excellent,Low
LOC0065,Coimbatore Central Park,Park,Coimbatore,Tamil Nadu,10.985971,77.04778,Public,31,19,1,Yes,No,No,No,No,No,No,No,83.7,Average,Average,Medium,Yes,No,No,Yes,Yes,High,16,2129,5,13,23,6,2.5,2.5,12,NA,No,37.7,Poor,High
LOC0066,Coimbatore City Bus Stop,Bus Stop,Coimbatore,Tamil Nadu,11.000039,77.006973,Public,11,10,1,No,No,No,No,No,No,Yes,Yes,77.2,Poor,Average,Medium,No,No,No,Yes,Yes,High,7,2236,10,16.9,19,1,2.7,2.7,2,NA,Yes,44.2,Poor,High
LOC0067,Chennai Central Station,Railway Station,Chennai,Tamil Nadu,13.088452,80.296582,Public,29,22,2,No,Yes,Yes,No,Yes,No,Yes,No,88.9,Average,Good,Low,Yes,No,Yes,Yes,Yes,High,34,16052,56,125.1,18,10,2.7,3.3,20,Good,Yes,58.3,Average,High
LOC0068,Bhopal Temple Complex,Tourist Attraction,Bhopal,Madhya Pradesh,23.223638,77.389446,Public,122,28,1,No,No,No,No,No,No,No,No,68.9,Good,Poor,Medium,Yes,No,No,Yes,No,Medium,10,337,2,18.3,18,4,2.6,3,22,NA,No,23.1,Poor,High
LOC0069,Patna Bus Stand,Bus Stop,Patna,Bihar,25.588053,85.171727,Private,17,14,1,No,No,No,No,Yes,Yes,No,No,73.1,Good,Poor,Medium,Yes,No,No,Yes,Yes,High,2,2993,5,20,13,3,2.9,3.1,7,NA,Partial,47.8,Poor,High
LOC0070,Guwahati Domestic Airport,Airport,Guwahati,Assam,26.174364,91.631714,Private,19,11,7,Yes,Yes,No,No,No,Yes,Yes,Yes,77,Good,Average,High,Yes,No,No,No,Yes,Low,35,19416,79,274.9,2,0,3,2.6,2,Average,Partial,94.2,Excellent,Low
LOC0071,Surat Municipal Office,Government Office,Surat,Gujarat,21.185978,72.903509,Public,57,13,1,Yes,No,Yes,No,No,No,No,Yes,104.1,Poor,Poor,Medium,No,No,No,No,Yes,Medium,34,1063,2,34.3,18,9,1.9,1.7,,NA,Partial,35,Poor,High
LOC0072,Delhi Junction,Railway Station,Delhi,Delhi,28.802496,77.244829,Public,70,12,2,Yes,No,No,No,No,No,Yes,No,78,Average,Average,Low,No,No,No,Yes,Yes,High,9,18845,77,101.9,17,9,3.3,3.2,20,NA,Partial,33.9,Poor,High
LOC0073,Mumbai Bus Depot,Bus Stop,Mumbai,Maharashtra,19.070816,72.7448,Public,35,7,1,No,Yes,Yes,No,No,No,No,No,82.4,Good,Average,Medium,No,No,Yes,Yes,No,Medium,8,1219,5,9.2,17,9,1.1,1,13,Good,Partial,54.4,Poor,High
LOC0074,Mysuru City Bus Stop,Bus Stop,Mysuru,Karnataka,12.213261,76.676317,Public,5,2,1,Yes,No,No,No,No,No,No,No,86.2,Good,Average,Low,No,No,No,Yes,No,Medium,15,973,2,12.7,15,5,2.2,2,22,NA,Partial,45.1,Poor,High
LOC0075,Mumbai Multispeciality Hospital,Hospital,Mumbai,Maharashtra,18.985809,72.802194,Public,38,15,6,Yes,No,Yes,Yes,Yes,No,Yes,Yes,90.4,Average,Poor,Medium,Yes,No,No,Yes,No,High,7,1101,4,74.3,5,3,2.9,3.2,2,NA,Partial,68.3,Average,Medium
LOC0076,Hyderabad City Park,Park,Hyderabad,Telangana,17.465274,78.365434,Public,8,8,1,Yes,Yes,No,Yes,Yes,No,No,Yes,78.3,Average,Average,Medium,Yes,No,No,No,Yes,Low,14,2188,5,17.1,19,2,2.6,2.7,5,Poor,Partial,73.4,Average,Medium
LOC0077,Ahmedabad City Park,Park,Ahmedabad,Gujarat,23.120009,72.423435,Public,48,8,1,No,Yes,No,No,Yes,No,No,No,80.2,Average,Average,Low,No,No,Yes,No,Yes,Medium,24,1324,8,13.7,21,3,2.2,2.4,1,Average,Yes,46.6,Poor,High
LOC0078,Thiruvananthapuram Bus Stand,Bus Stop,Thiruvananthapuram,Kerala,8.429193,76.987059,Public,31,18,1,Yes,No,No,No,No,Yes,No,No,82.3,Average,Poor,Medium,No,No,No,Yes,No,High,4,2762,12,15.9,20,8,2.9,2.8,17,NA,No,30.5,Poor,High
LOC0079,Kolkata Public Garden,Park,Kolkata,West Bengal,22.64009,88.265729,Public,8,7,1,No,No,No,No,No,No,No,No,78.9,Good,Average,Low,Yes,No,Yes,Yes,Yes,Low,23,2868,5,24.1,18,7,2.6,2.5,20,NA,Partial,42.3,Poor,High
LOC0080,Nashik Heritage Fort,Tourist Attraction,Nashik,Maharashtra,20.029641,73.724912,Public,102,36,1,No,Yes,No,No,No,Yes,No,No,65,Good,Average,Medium,Yes,No,No,Yes,Yes,High,10,1748,5,30.8,23,9,1,1.2,13,Poor,Yes,41.4,Poor,High
LOC0081,Pune Government College,College,Pune,Maharashtra,18.3999,73.974252,Public,53,15,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,82.1,Average,Average,Medium,No,Yes,Yes,No,Yes,High,34,2453,10,48.9,18,6,3.2,3.5,19,Good,Yes,74.5,Average,Medium
LOC0082,Thiruvananthapuram Public Garden,Park,Thiruvananthapuram,Kerala,8.505635,76.812256,Public,33,8,1,No,No,Yes,No,Yes,Yes,No,Yes,92,Average,Poor,Medium,Yes,No,No,Yes,No,Low,22,633,2,19.2,22,4,3.2,3.3,21,NA,Yes,57.5,Average,Medium
LOC0083,Ahmedabad College of Engineering,College,Ahmedabad,Gujarat,23.023374,72.60985,Private,32,13,1,Yes,Yes,No,Yes,Yes,No,No,No,84.3,Average,Poor,Low,Yes,No,No,Yes,No,Medium,14,2744,5,47.7,15,5,3,3.1,10,Poor,No,42.9,Poor,High
LOC0084,Delhi Public Garden,Park,Delhi,Delhi,28.784713,77.199595,Public,34,5,1,No,No,Yes,No,No,Yes,Yes,No,87.3,Poor,Average,Low,Yes,Yes,No,No,Yes,Low,8,1932,10,22,19,6,2.4,2,20,NA,No,32,Poor,High
LOC0085,Surat Grand Mall,Mall,Surat,Gujarat,21.152343,72.778897,Private,12,5,7,Yes,No,No,Yes,No,Yes,No,No,91.4,Good,Good,Medium,Yes,Yes,No,Yes,Yes,High,38,18176,74,224.5,7,3,3.7,3.7,21,NA,Yes,87.4,Good,Medium
LOC0086,Hyderabad Tehsil Office,Government Office,Hyderabad,Telangana,17.397013,78.425392,Public,27,18,1,No,No,Yes,No,No,No,No,No,91.9,Poor,Average,Medium,No,No,No,Yes,Yes,Low,19,819,7,37.5,12,2,2.4,2.7,13,NA,No,37.4,Poor,High
LOC0087,Coimbatore Degree College,College,Coimbatore,Tamil Nadu,11.085313,77.037088,Public,23,5,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,101.5,Average,Poor,High,Yes,Yes,No,No,No,Medium,34,3051,9,35.9,16,6,4,4.3,4,Poor,Partial,78.1,Good,Medium
LOC0088,Mumbai Collectorate Office,Government Office,Mumbai,Maharashtra,19.114875,72.946724,Public,46,23,1,Yes,No,No,No,No,No,No,No,80,Average,Poor,Low,Yes,No,No,No,Yes,Low,23,1120,3,38.2,12,5,2.7,2.7,21,NA,No,25.5,Poor,High
